Budget_Multiplier,Total_Budget,Total_Leads,Avg_CPL,ROI
0.8,130024.64000000003,1512.0120736919716,85.99444558832852,0.011628658027370592
0.9,146277.72000000003,1701.0135829034677,85.99444558832853,0.011628658027370588
1.0,162530.80000000002,1890.0150921149645,85.99444558832852,0.011628658027370592
1.1,178783.88,2079.016601326461,85.9944455883285,0.011628658027370594
1.2,195036.96,2268.0181105379575,85.9944455883285,0.011628658027370594
